transaction_id,date,libelle_brut,montant,merchant,payment_channel,transaction_type,recurring,income_flag,normalized_description
TXN001500,2026-05-10,EQUINOX MANUELTON UT,-18.84,Unknown,Unknown,Unknown,False,False,Unknown
TXN001501,2026-05-11,CON EDISON 31245,-123.92,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001502,2026-05-13,VERIZON LAKE NM,-94.82,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN001503,2026-05-16,UBEREATS ANDREWSIDE,-266.55,Uber Eats,Card Online,Purchase,True,False,Uber Eats Delivery
TXN001504,2026-05-17,IKEA PORT OH,-338.47,Unknown,Unknown,Unknown,False,False,Unknown
TXN001505,2026-05-19,PF ALLISONCHESTER KS,-22.08,Unknown,Unknown,Unknown,False,False,Unknown
TXN001506,2026-05-21,INDUSTRIES SAL MAY,2008.32,Unknown,Unknown,Credit,False,False,Unknown
TXN001507,2026-05-23,DD *DELIVERY LAKE,-248.82,Instacart,Card Online,Purchase,False,False,Instacart Delivery
TXN001508,2026-05-24,PELOTON MEMBERSHIP NOV,-91.33,Unknown,Unknown,Unknown,False,False,Unknown
TXN001509,2026-05-25,EQUINOX THOMPSONLAND VT,-68.2,Unknown,Unknown,Unknown,False,False,Unknown
TXN001510,2026-05-28,PELOTON MEMBERSHIP DEC,-130.15,Unknown,Unknown,Unknown,False,False,Unknown
TXN001511,2026-05-28,WALGREENS MANUELMOUTH HI,-248.48,Walgreens,Card POS,Purchase,True,False,Walgreens Pharmacy
TXN001512,2026-05-28,JOHNSON RENT MAR,-113.77,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001513,2026-05-28,AMZ*M6UORD 31069,-364.88,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001514,2026-05-29,PAYPAL TRANSFER C9C1BFC1 RECEIVED,1990.17,PayPal,Transfer,Transfer,True,False,PayPal P2P
TXN001515,2026-05-30,PF NEW MN,-93.07,Unknown,Unknown,Unknown,False,False,Unknown
TXN001516,2026-05-31,WALGREENS EAST IN,-160.05,Walgreens,Card POS,Purchase,True,False,Walgreens Pharmacy
TXN001517,2026-05-31,JONES MNTHLY SEP,-130.41,Unknown,Unknown,Unknown,False,False,Unknown
TXN001518,2026-06-01,UBEREATS THOMPSONTON,-135.76,Uber Eats,Card Online,Purchase,False,False,Uber Eats Delivery
TXN001519,2026-06-02,MORTGAGE PAYMENT CHASE MAR,-74.54,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001520,2026-06-02,EQUINOX KRISTINFORT AZ,-144.53,Unknown,Unknown,Unknown,False,False,Unknown
TXN001521,2026-06-02,VERIZON WEST MP,-77.2,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN001522,2026-06-03,CVS PHARMACY NORTH WY,-410.43,CVS Pharmacy,Card POS,Purchase,True,False,CVS Pharmacy Pharmacy
TXN001523,2026-06-03,IKEA EAST FL,-404.55,Unknown,Unknown,Unknown,False,False,Unknown
TXN001524,2026-06-05,WENDYS LAKE VI,-439.92,Unknown,Unknown,Unknown,False,False,Unknown
TXN001525,2026-06-06,PELOTON MEMBERSHIP APR,-6.65,Unknown,Unknown,Unknown,False,False,Unknown
TXN001526,2026-06-06,CON EDISON 83898,-117.88,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001527,2026-06-06,DD *DELIVERY ALEXANDRAMOUTH,-87.04,Instacart,Card Online,Purchase,False,False,Instacart Delivery
TXN001528,2026-06-06,VERIZON SOUTH HI,-21.72,Verizon,Transfer,Direct Debit,True,False,Verizon Phone
TXN001529,2026-06-07,EQUINOX KRISTATON NE,-120.75,Unknown,Unknown,Unknown,False,False,Unknown
TXN001530,2026-06-08,LOWES DAVIDSHIRE GA,-230.45,Unknown,Unknown,Unknown,False,False,Unknown
TXN001531,2026-06-09,PAYPAL TRANSFER CB26AA24 RECEIVED,1730.59,PayPal,Transfer,Transfer,True,False,PayPal P2P
TXN001532,2026-06-11,CVS PHARMACY SOUTH WV,-67.25,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN001533,2026-06-12,WALGREENS SOUTH MT,-42.56,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001534,2026-06-13,WALGREENS SARASTAD IA,-36.55,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001535,2026-06-13,T-MOBILE EAST NE,-40.83,Unknown,Unknown,Unknown,False,False,Unknown
TXN001536,2026-06-13,PELOTON MEMBERSHIP OCT,-112.44,Unknown,Unknown,Unknown,False,False,Unknown
TXN001537,2026-06-15,T-MOBILE WEST AR,-44.58,Unknown,Unknown,Unknown,False,False,Unknown
TXN001538,2026-06-16,MORTGAGE PAYMENT CITIBANK OCT,-71.99,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001539,2026-06-16,VNM *ROBINSON,1851.53,Unknown,Unknown,Credit,False,False,Unknown
TXN001540,2026-06-17,ETSY INC OPT7EF 21991,-230.56,Etsy,Card Online,Purchase,True,False,Etsy E-commerce
TXN001541,2026-06-18,PF HEATHERTOWN ME,-122.25,Unknown,Unknown,Unknown,False,False,Unknown
TXN001542,2026-06-18,ZELLE PAYMENT ZIMMERMAN,-135.26,Zelle,Transfer,Transfer,False,False,Zelle P2P
TXN001543,2026-06-19,PELOTON MEMBERSHIP MAR,-82.52,Unknown,Unknown,Unknown,False,False,Unknown
TXN001544,2026-06-19,MORTGAGE PAYMENT CHASE NOV,-90.5,Bank,Transfer,Direct Debit,True,False,Bank Mortgage
TXN001545,2026-06-20,WALGREENS STOKESBURY NE,-302.15,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001546,2026-06-20,RENT PAYMENT NOV BROWN,-28.77,Landlord,Transfer,Direct Debit,True,False,Landlord Rent
TXN001547,2026-06-20,CON EDISON 60032,-82.01,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001548,2026-06-20,WALGREENS PORT PA,-125.98,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001549,2026-06-21,WALGREENS DEANNAFURT AL,-276.5,Walgreens,Card POS,Purchase,True,False,Walgreens Pharmacy
TXN001550,2026-06-23,PELOTON MEMBERSHIP DEC,-24.62,Unknown,Unknown,Unknown,False,False,Unknown
TXN001551,2026-06-23,PELOTON MEMBERSHIP NOV,-140.81,Unknown,Unknown,Unknown,False,False,Unknown
TXN001552,2026-06-24,VENMO PAYMENT MCGUIRE RECEIVED,2203.88,Venmo,Transfer,Income,False,True,Venmo Freelance
TXN001553,2026-06-25,T-MOBILE WILKINSONFURT SC,-136.46,Unknown,Unknown,Unknown,False,False,Unknown
TXN001554,2026-06-27,LA FITNESS KLINEVIEW HI,-89.99,Planet Fitness,Card POS,Subscription,True,False,Planet Fitness Gym
TXN001555,2026-06-28,BEST BUY MICHELLEHAVEN MN,-477.95,Best Buy,Card POS,Purchase,False,False,Best Buy Electronics
TXN001556,2026-06-29,GOLDS GYM ELIZABETHSHIRE NY,-141.23,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001557,2026-06-30,GOLDS GYM WEST MS,-79.56,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001558,2026-07-01,MCDONALD'S WEST VA,-88.5,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN001559,2026-07-01,ZELLE PAYMENT HALL,-62.93,Zelle,Transfer,Transfer,False,False,Zelle P2P
TXN001560,2026-07-02,CVS PHARMACY NORTH PW,-443.56,CVS Pharmacy,Card POS,Purchase,True,False,CVS Pharmacy Pharmacy
TXN001561,2026-07-03,PELOTON MEMBERSHIP AUG,-118.46,Unknown,Unknown,Unknown,False,False,Unknown
TXN001562,2026-07-03,WENDYS SOUTH FL,-49.72,Unknown,Unknown,Unknown,False,False,Unknown
TXN001563,2026-07-05,AT&T PAYMENT 39484,-50.76,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001564,2026-07-06,CVS PHARMACY NORTH MH,-187.9,CVS Pharmacy,Card POS,Purchase,False,False,CVS Pharmacy Pharmacy
TXN001565,2026-07-06,GOLDS GYM NORTH AZ,-43.21,Gold's Gym,Card POS,Subscription,True,False,Gold's Gym Gym
TXN001566,2026-07-07,COMCAST GALLOWAYHAVEN LA,-118.86,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001567,2026-07-08,JOHNSON MNTHLY MAY,-7.71,Unknown,Unknown,Unknown,False,False,Unknown
TXN001568,2026-07-08,AMZ*8RSP51 14692,-58.26,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001569,2026-07-08,CON EDISON 64118,-49.9,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001570,2026-07-10,WENDYS LAKE OK,-222.17,Unknown,Unknown,Unknown,False,False,Unknown
TXN001571,2026-07-11,ACH DEPOSIT TECH CORP SALARY,1816.03,Employer,Transfer,Income,True,True,Employer Salary
TXN001572,2026-07-11,LA FITNESS JOHNSTONMOUTH WV,-6.29,Planet Fitness,Card POS,Subscription,True,False,Planet Fitness Gym
TXN001573,2026-07-12,WENDYS CHRISTINESTAD FM,-128.59,Unknown,Unknown,Unknown,False,False,Unknown
TXN001574,2026-07-12,AT&T PAYMENT 30222,-114.46,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001575,2026-07-12,EQUINOX SOUTH PR,-9.91,Unknown,Unknown,Unknown,False,False,Unknown
TXN001576,2026-07-13,AMZ*6M39XG 31340,-400.72,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001577,2026-07-15,CON EDISON 81492,-11.78,Con Edison,Transfer,Direct Debit,True,False,Con Edison Electricity
TXN001578,2026-07-16,ETSY INC P09SQ9 38288,-233.53,Etsy,Card Online,Purchase,True,False,Etsy E-commerce
TXN001579,2026-07-18,CHIPOTLE INGRAMSTAD GA,-23.1,Chipotle,Card POS,Purchase,False,False,Chipotle Restaurant
TXN001580,2026-07-18,PANERA NORTH WI,-301.62,Unknown,Unknown,Unknown,False,False,Unknown
TXN001581,2026-07-18,APPLE STORE MICHAELBERG NH,-282.96,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001582,2026-07-19,AT&T PAYMENT 79811,-79.82,AT&T,Transfer,Direct Debit,True,False,AT&T Phone
TXN001583,2026-07-20,PF NORTH MT,-88.71,Walmart,Card POS,Purchase,False,False,Walmart Supermarket
TXN001584,2026-07-20,ZELLE PAYMENT WALTER,-202.28,Zelle,Transfer,Transfer,True,False,Zelle P2P
TXN001585,2026-07-20,SUBWAY DUSTINHAVEN OR,-370.88,Venmo,Transfer,Income,False,True,Venmo Freelance
TXN001586,2026-07-22,COMCAST BENJAMINSHIRE KS,-21.66,Comcast,Transfer,Direct Debit,True,False,Comcast Internet
TXN001587,2026-07-22,DD *DELIVERY WILLIAMSTON,-447.95,Instacart,Card Online,Purchase,False,False,Instacart Delivery
TXN001588,2026-07-23,WIRE TRANSFER 914D31E7,-166.71,Wire Transfer,Transfer,Transfer,False,False,Wire Transfer Wire
TXN001589,2026-07-23,SUBWAY EAST HI,-64.73,Unknown,Unknown,Unknown,False,False,Unknown
TXN001590,2026-07-28,PAYPAL TRANSFER 21E25725 RECEIVED,1883.03,PayPal,Transfer,Transfer,True,False,PayPal P2P
TXN001591,2026-07-29,PELOTON MEMBERSHIP JUN,-19.79,Unknown,Unknown,Unknown,False,False,Unknown
TXN001592,2026-07-29,CVS PHARMACY WALKERCHESTER VA,-101.29,CVS Pharmacy,Card POS,Purchase,True,False,CVS Pharmacy Pharmacy
TXN001593,2026-07-30,BEST BUY NEW MS,-360.24,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN001594,2026-07-30,WIRE TRANSFER CF7E0D83,-494.34,Wire Transfer,Transfer,Transfer,False,False,Wire Transfer Wire
TXN001595,2026-07-31,WALGREENS ZACHARYPORT MN,-88.23,Walgreens,Card POS,Purchase,False,False,Walgreens Pharmacy
TXN001596,2026-08-01,T-MOBILE NEW ID,-119.51,Unknown,Unknown,Unknown,False,False,Unknown
TXN001597,2026-08-03,T-MOBILE WILLIAMBURY LA,-25.76,Unknown,Unknown,Unknown,False,False,Unknown
TXN001598,2026-08-05,BEST BUY LAKE SD,-255.04,Best Buy,Card POS,Purchase,False,False,Best Buy Electronics
TXN001599,2026-08-05,GRUBHUB WEST,-398.65,Grubhub,Card Online,Purchase,True,False,Grubhub Delivery
TXN001600,2025-08-05,VNM *PETERS,1706.86,Unknown,Unknown,Credit,False,False,Unknown
TXN001601,2025-08-05,NF-LX DIGITAL 88847,-121.12,Unknown,Unknown,Unknown,False,False,Unknown
TXN001602,2025-08-05,HULU 46420 USA,-66.93,Hulu,Card Online,Subscription,True,False,Hulu Streaming
TXN001603,2025-08-09,CASH WITHDRAWAL US BANK 70074,-60.0,ATM,ATM,Withdrawal,False,False,ATM Withdrawal
TXN001604,2025-08-09,AMZN*NEMJGF 26494 USA,-141.05,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001605,2025-08-10,DUNKIN LEVYMOUTH NE,-211.21,Unknown,Unknown,Unknown,False,False,Unknown
TXN001606,2025-08-11,NETFLIX.COM UK,-100.96,Netflix,Card Online,Subscription,True,False,Netflix Streaming
TXN001607,2025-08-11,IKEA SOUTH UT,-16.9,Unknown,Unknown,Unknown,False,False,Unknown
TXN001608,2025-08-11,PAYPAL TRANSFER 8F88C358 RECEIVED,1832.46,PayPal,Transfer,Transfer,False,False,PayPal P2P
TXN001609,2025-08-14,CHIPOTLE BRYANTFURT MH,-244.0,Chipotle,Card POS,Purchase,True,False,Chipotle Restaurant
TXN001610,2025-08-14,DUNKIN WALKERBERG MS,-427.36,Uber,Card Online,Purchase,False,False,Uber Rideshare
TXN001611,2025-08-15,IKEA BRIGGSPORT OH,-368.86,Unknown,Unknown,Unknown,False,False,Unknown
TXN001612,2025-08-15,APPLE STORE BROWNBURY KY,-473.49,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001613,2025-08-16,AMZN*T7BCNN 17671 USA,-7.4,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001614,2025-08-19,INDUSTRIES PAYROLL MAR,1892.61,Employer,Transfer,Income,True,True,Employer Salary
TXN001615,2025-08-20,AUDIBLE MEMBERSHIP JUL,-128.4,Unknown,Unknown,Unknown,False,False,Unknown
TXN001616,2025-08-20,OVERDRAFT FEE CITIBANK,-21.41,Bank,Transfer,Fee,False,False,Bank Overdraft
TXN001617,2025-08-21,UBER EATS NORTH,-35.71,Uber Eats,Card Online,Purchase,False,False,Uber Eats Delivery
TXN001618,2025-08-21,MSFT *XBOX 43926,-115.45,Xbox,Card Online,Subscription,True,False,Xbox Gaming
TXN001619,2025-08-21,ATM WITHDRAWAL BANK OF AMERICA JUSTINBURGH MH,-20.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001620,2025-08-22,ACH DEPOSIT INDUSTRIES SALARY,1945.46,Employer,Transfer,Income,True,True,Employer Salary
TXN001621,2025-08-22,WENDYS JACOBVIEW AZ,-384.37,Unknown,Unknown,Unknown,False,False,Unknown
TXN001622,2025-08-22,ATM WITHDRAWAL WELLS FARGO PORT NM,-20.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001623,2025-08-24,HBO MAX 39024 USA,-108.45,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN001624,2025-08-24,ATM WITHDRAWAL CITIBANK BRIANBURGH NE,-100.0,ATM,ATM,Withdrawal,False,False,ATM Withdrawal
TXN001625,2025-08-28,AMZN*Q0P5PW 38468 USA,-240.45,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001626,2025-08-30,UBEREATS KATHERINELAND,-39.86,Uber Eats,Card Online,Purchase,False,False,Uber Eats Delivery
TXN001627,2025-08-31,EBAY INC WLHVES USA,-379.55,eBay,Card Online,Purchase,False,False,eBay E-commerce
TXN001628,2025-08-31,DOORDASH SMITHTON,-412.2,DoorDash,Card Online,Purchase,False,False,DoorDash Delivery
TXN001629,2025-08-31,PLAYSTATION 71121 USA,-108.46,PlayStation,Card Online,Subscription,True,False,PlayStation Gaming
TXN001630,2025-09-01,BEST BUY SAMUELFORT SC,-148.72,Best Buy,Card POS,Purchase,False,False,Best Buy Electronics
TXN001631,2025-09-02,EBAY INC TDCCGO USA,-361.35,eBay,Card Online,Purchase,True,False,eBay E-commerce
TXN001632,2025-09-02,SP MUSIC 22563,-117.02,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN001633,2025-09-07,PANERA JOSEPHTON SD,-408.52,Unknown,Unknown,Unknown,False,False,Unknown
TXN001634,2025-09-08,MCDONALD'S RICESIDE MS,-128.74,McDonald's,Card POS,Purchase,False,False,McDonald's Fast Food
TXN001635,2025-09-08,AMZN*CKP535 74770 USA,-241.07,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001636,2025-09-08,HOME DEPOT NEW MH,-302.36,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN001637,2025-09-09,APPLE STORE LAKE AS,-256.62,Apple Store,Card POS,Purchase,False,False,Apple Store Electronics
TXN001638,2025-09-12,ATM WITHDRAWAL WELLS FARGO NEW HI,-40.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001639,2025-09-12,UBEREATS EAST,-317.97,Uber Eats,Card Online,Purchase,True,False,Uber Eats Delivery
TXN001640,2025-09-15,MONTHLY FEE CITIBANK,-27.17,Bank,Transfer,Fee,True,False,Bank Monthly Fee
TXN001641,2025-09-16,CASH WITHDRAWAL US BANK 86066,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001642,2025-09-19,VENMO *AUSTIN,1797.45,Venmo,Transfer,Income,False,True,Venmo Freelance
TXN001643,2025-09-19,AMZN*GBL1C2 18334 USA,-338.7,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001644,2025-09-20,CASH WITHDRAWAL US BANK 69656,-80.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001645,2025-09-21,PAYPAL TRANSFER F2CB6DE2 RECEIVED,1691.5,PayPal,Transfer,Transfer,True,False,PayPal P2P
TXN001646,2025-09-22,ATM WITHDRAWAL BANK OF AMERICA NORTH MP,-120.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001647,2025-09-22,AMZN*ZIIXUH 63023 USA,-294.74,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001648,2025-09-24,DUNKIN EAST MD,-484.79,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN001649,2025-09-24,PAYPAL TRANSFER 34D42127 RECEIVED,1267.74,PayPal,Transfer,Transfer,True,False,PayPal P2P
TXN001650,2025-09-24,NTFLX ONLINE IE,-72.74,Netflix,Card Online,Subscription,True,False,Netflix Streaming
TXN001651,2025-09-26,CASH WITHDRAWAL US BANK 15932,-40.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001652,2025-09-28,AMZ*X9VNUK 80198,-402.75,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001653,2025-09-29,ATM WITHDRAWAL WELLS FARGO JESSICAVIEW RI,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001654,2025-09-29,UE *FOOD MARTINSIDE,-61.49,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN001655,2025-09-30,ATM WITHDRAWAL BANK OF AMERICA JAMESCHESTER MS,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001656,2025-10-01,DUNKIN WEST TN,-470.22,Unknown,Unknown,Unknown,False,False,Unknown
TXN001657,2025-10-04,ATM WITHDRAWAL WELLS FARGO NEW ME,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001658,2025-10-04,NTFLX ONLINE IE,-80.58,Netflix,Card Online,Subscription,True,False,Netflix Streaming
TXN001659,2025-10-04,AMZN*JLAPK8 83163 USA,-249.56,Amazon,Card Online,Purchase,True,False,Amazon E-commerce
TXN001660,2025-10-06,ATM WITHDRAWAL WELLS FARGO HARRISFORT MD,-60.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001661,2025-10-07,DISNEY PLUS US,-69.91,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN001662,2025-10-10,SP MUSIC 21239,-120.06,Spotify,Card Online,Subscription,True,False,Spotify Music
TXN001663,2025-10-11,CASH WITHDRAWAL BANK OF AMERICA 51956,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001664,2025-10-13,VENMO *ROSS,1497.65,Venmo,Transfer,Income,False,True,Venmo Freelance
TXN001665,2025-10-14,SQ *STARBUCKS PORT,-302.81,Starbucks,Card POS,Purchase,True,False,Starbucks Coffee
TXN001666,2025-10-15,APPLE STORE PORT NY,-287.72,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN001667,2025-10-17,ETSY INC 1AWIPZ 48107,-109.37,Etsy,Card Online,Purchase,False,False,Etsy E-commerce
TXN001668,2025-10-18,OVERDRAFT FEE CITIBANK,-12.88,Bank,Transfer,Fee,False,False,Bank Overdraft
TXN001669,2025-10-18,LOWES THOMASSHIRE MA,-300.04,Unknown,Unknown,Unknown,False,False,Unknown
TXN001670,2025-10-19,MONTHLY FEE CHASE,-24.66,Bank,Transfer,Fee,True,False,Bank Monthly Fee
TXN001671,2025-10-19,APPLE STORE WEST AS,-61.69,Apple Store,Card POS,Purchase,True,False,Apple Store Electronics
TXN001672,2025-10-21,MCDS LEBLANCSIDE,-445.67,McDonald's,Card POS,Purchase,True,False,McDonald's Fast Food
TXN001673,2025-10-23,ATM WITHDRAWAL BANK OF AMERICA PORT GU,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001674,2025-10-25,CASH WITHDRAWAL BANK OF AMERICA 75441,-20.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001675,2025-10-25,ATM WITHDRAWAL CHASE JUSTINSHIRE WV,-40.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001676,2025-10-25,NF-LX DIGITAL 97677,-59.65,Unknown,Unknown,Unknown,False,False,Unknown
TXN001677,2025-10-27,IKEA PAYNELAND MS,-258.55,Unknown,Unknown,Unknown,False,False,Unknown
TXN001678,2025-10-28,MONTHLY FEE CHASE,-14.53,Bank,Transfer,Fee,True,False,Bank Monthly Fee
TXN001679,2025-10-28,HBO MAX 46826 USA,-143.12,HBO Max,Card Online,Subscription,True,False,HBO Max Streaming
TXN001680,2025-10-28,OVERDRAFT FEE US BANK,-28.88,Bank,Transfer,Fee,True,False,Bank Overdraft
TXN001681,2025-10-28,ATM WITHDRAWAL CHASE SOUTH MS,-80.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001682,2025-10-29,OVERDRAFT FEE WELLS FARGO,-34.58,Bank,Transfer,Fee,True,False,Bank Overdraft
TXN001683,2025-10-30,PLAYSTATION 53737 USA,-116.5,PlayStation,Card Online,Subscription,True,False,PlayStation Gaming
TXN001684,2025-11-01,DISNEY PLUS DE,-125.78,Disney+,Card Online,Subscription,True,False,Disney+ Streaming
TXN001685,2025-11-01,YOUTUBE PREMIUM 44267,-29.24,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN001686,2025-11-01,ATM WITHDRAWAL US BANK SMITHSHIRE CO,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001687,2025-11-02,ATM WITHDRAWAL WELLS FARGO LAKE NC,-60.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001688,2025-11-02,ATM WITHDRAWAL CITIBANK LAWRENCEVIEW WA,-120.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001689,2025-11-02,DIRECT DEP SOLUTIONS LLC PAYROLL,1459.33,Employer,Transfer,Income,True,True,Employer Salary
TXN001690,2025-11-02,ATM WITHDRAWAL CITIBANK WEEKSFURT MO,-120.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001691,2025-11-03,AMZ*ZGSYBM 21676,-185.95,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001692,2025-11-03,ATM WITHDRAWAL US BANK SINGLETONBURY TX,-120.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001693,2025-11-05,SERVICES CO SAL JUL,1885.59,Unknown,Unknown,Credit,False,False,Unknown
TXN001694,2025-11-06,BEST BUY LAURABERG IN,-230.51,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN001695,2025-11-07,SUBWAY GREENEVIEW MI,-320.69,Unknown,Unknown,Unknown,False,False,Unknown
TXN001696,2025-11-08,ATM WITHDRAWAL CHASE PORT RI,-40.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001697,2025-11-08,ATM WITHDRAWAL US BANK MICHELLEMOUTH LA,-120.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001698,2025-11-09,ATM WITHDRAWAL WELLS FARGO MARKMOUTH SC,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001699,2025-11-09,UBER EATS EAST,-308.96,Uber Eats,Card Online,Purchase,True,False,Uber Eats Delivery
TXN001700,2025-11-10,CASH WITHDRAWAL CITIBANK 97637,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001701,2025-11-10,ATM WITHDRAWAL CHASE LAKE FM,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001702,2025-11-11,DUNKIN NEW KY,-178.03,Unknown,Unknown,Unknown,False,False,Unknown
TXN001703,2025-11-13,MONTHLY FEE CHASE,-22.23,Bank,Transfer,Fee,True,False,Bank Monthly Fee
TXN001704,2025-11-14,CASH WITHDRAWAL WELLS FARGO 61308,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001705,2025-11-16,MONTHLY FEE BANK OF AMERICA,-27.63,Bank,Transfer,Fee,True,False,Bank Monthly Fee
TXN001706,2025-11-17,BEST BUY JOHNSONBOROUGH WY,-172.87,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN001707,2025-11-18,AMZ*JSGZK8 37181,-451.58,Amazon,Card Online,Purchase,False,False,Amazon E-commerce
TXN001708,2025-11-18,BEST BUY SARASIDE AS,-283.98,Best Buy,Card POS,Purchase,True,False,Best Buy Electronics
TXN001709,2025-11-18,HOME DEPOT EAST CO,-398.65,State Farm,Transfer,Direct Debit,True,False,State Farm Home
TXN001710,2025-11-19,CASH WITHDRAWAL CITIBANK 62794,-100.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001711,2025-11-20,YOUTUBE PREMIUM 18361,-90.57,YouTube Premium,Card Online,Subscription,True,False,YouTube Premium Streaming
TXN001712,2025-11-20,CASH WITHDRAWAL BANK OF AMERICA 91165,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001713,2025-11-23,STEAM GAMES 7B8MLR,-218.81,Steam,Card Online,Purchase,False,False,Steam Gaming
TXN001714,2025-11-25,PANERA BROWNBURGH OH,-344.32,Unknown,Unknown,Unknown,False,False,Unknown
TXN001715,2025-11-25,ATM WITHDRAWAL WELLS FARGO EAST TN,-80.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001716,2025-11-25,CHIPOTLE DIAZBURGH GU,-101.61,Chipotle,Card POS,Purchase,False,False,Chipotle Restaurant
TXN001717,2025-11-25,ATM WITHDRAWAL US BANK ONEALBOROUGH VT,-200.0,ATM,ATM,Withdrawal,True,False,ATM Withdrawal
TXN001718,2025-11-26,DUNKIN PORT OH,-426.77,Unknown,Unknown,Unknown,False,False,Unknown
